Date,CPI,Price,Dividend,
1973.12,46.20,572.31,20.41,
1974.01,46.60,575.35,20.35,
1974.02,47.20,552.32,20.21,
1974.03,47.80,568.67,20.08,
1974.04,48.00,537.36,20.11,
1974.05,48.60,514.71,19.98,
1974.06,49.00,511.19,19.93,
1974.07,49.40,447.87,19.93,
1974.08,50.00,424.20,19.86,
1974.09,50.60,375.56,19.79,
1974.1,51.10,379.09,19.62,
1974.11,51.50,388.60,19.48,
1974.12,51.90,360.51,19.35,
1975.01,52.10,388.52,19.40,
1975.02,52.50,425.62,19.38,
1975.03,52.70,443.49,19.43,
1975.04,52.90,446.77,19.42,
1975.05,53.20,472.46,19.38,
1975.06,53.60,480.91,19.31,
1975.07,54.20,476.05,19.10,
1975.08,54.30,440.34,19.06,
1975.09,54.60,432.60,18.96,
1975.1,54.90,450.06,18.80,
1975.11,55.30,454.37,18.61,
1975.12,55.50,445.84,18.50,
1976.01,55.60,485.99,18.48,
1976.02,55.80,502.94,18.43,
1976.03,55.90,504.54,18.41,
1976.04,56.10,506.72,18.47,
1976.05,56.50,499.67,18.45,
1976.06,56.80,499.98,18.47,
1976.07,57.10,509.08,18.52,
1976.08,57.40,502.04,18.57,
1976.09,57.60,510.96,18.65,
1976.1,57.90,490.96,18.87,
1976.11,58.00,486.75,19.16,
1976.12,58.20,501.85,19.41,
1977.01,58.50,494.99,19.54,
1977.02,59.10,476.75,19.56,
1977.03,59.50,471.67,19.64,
1977.04,60.00,460.53,19.74,
1977.05,60.30,456.90,19.91,
1977.06,60.70,456.32,20.04,
1977.07,61.00,458.24,20.15,
1977.08,61.20,445.57,20.30,
1977.09,61.40,437.22,20.45,
1977.1,61.60,424.52,20.64,
1977.11,61.90,424.90,20.79,
1977.12,62.10,421.46,20.98,
1978.01,62.50,402.83,21.04,
1978.02,62.90,394.63,21.10,
1978.03,63.40,390.82,21.12,
1978.04,63.90,404.74,21.12,
1978.05,64.50,421.31,21.08,
1978.06,65.20,417.85,21.01,
1978.07,65.70,412.68,21.00,
1978.08,66.00,439.16,21.06,
1978.09,66.50,435.86,21.06,
1978.1,67.10,418.24,20.94,
1978.11,67.40,392.00,20.92,
1978.12,67.70,396.03,20.89,
1979.01,68.30,407.26,20.89,
1979.02,69.10,396.57,20.82,
1979.03,69.80,400.07,20.78,
1979.04,70.60,403.44,20.73,
1979.05,71.50,389.11,20.65,
1979.06,72.30,392.41,20.60,
1979.07,73.10,391.93,20.59,
1979.08,73.80,405.98,20.61,
1979.09,74.60,406.11,20.60,
1979.1,75.20,387.66,20.61,
1979.11,75.90,381.14,20.59,
1979.12,76.70,392.08,20.55,
1980.01,77.80,397.65,20.44,
1980.02,78.90,407.67,20.33,
1980.03,80.10,364.64,20.20,
1980.04,81.00,354.74,20.14,
1980.05,81.80,367.30,20.10,
1980.06,82.70,386.57,20.04,
1980.07,82.70,404.11,20.18,
1980.08,83.30,413.59,20.18,
1980.09,84.00,420.11,20.16,
1980.1,84.80,428.32,20.07,
1980.11,85.50,442.76,20.00,
1980.12,86.30,431.54,19.91,
1981.01,87.00,426.47,19.88,
1981.02,87.90,407.50,19.80,
1981.03,88.50,419.87,19.80,
1981.04,89.10,420.80,19.78,
1981.05,89.80,409.13,19.74,
1981.06,90.60,407.37,19.68,
1981.07,91.60,393.17,19.59,
1981.08,92.30,391.70,19.58,
1981.09,93.20,354.10,19.52,
1981.1,93.40,357.82,19.58,
1981.11,93.70,365.90,19.63,
1981.12,94.00,367.41,19.68,
1982.01,94.30,347.01,19.70,
1982.02,94.60,337.65,19.73,
1982.03,94.50,327.09,19.84,
1982.04,94.90,341.87,19.84,
1982.05,95.80,338.95,19.74,
1982.06,97.00,315.49,19.59,
1982.07,97.50,313.02,19.52,
1982.08,97.70,313.23,19.52,
1982.09,97.90,348.78,19.52,
1982.1,98.20,376.98,19.48,
1982.11,98.00,393.12,19.54,
1982.12,97.60,398.44,19.64,
1983.01,97.80,411.61,19.63,
1983.02,97.90,418.31,19.65,
1983.03,97.90,432.84,19.69,
1983.04,98.60,446.18,19.58,
1983.05,99.20,461.48,19.49,
1983.06,99.50,466.53,19.46,
1983.07,99.90,466.34,19.44,
1983.08,100.20,452.14,19.43,
1983.09,100.70,463.19,19.39,
1983.1,101.00,463.20,19.42,
1983.11,101.20,455.39,19.46,
1983.12,101.30,452.74,19.52,
1984.01,101.90,455.55,19.49,
1984.02,102.40,428.53,19.48,
1984.03,102.60,427.97,19.52,
1984.04,103.10,426.43,19.54,
1984.05,103.40,422.50,19.61,
1984.06,103.70,411.86,19.66,
1984.07,104.10,404.92,19.65,
1984.08,104.50,438.87,19.64,
1984.09,105.00,441.30,19.61,
1984.1,105.30,436.60,19.68,
1984.11,105.30,440.57,19.82,
1984.12,105.30,435.80,19.95,
1985.01,105.50,453.75,20.03,
1985.02,106.00,476.09,20.05,
1985.03,106.40,470.36,20.08,
1985.04,106.90,471.30,20.06,
1985.05,107.30,480.72,20.05,
1985.06,107.60,489.75,20.07,
1985.07,107.80,498.16,20.12,
1985.08,108.00,486.38,20.16,
1985.09,108.30,474.22,20.19,
1985.1,108.70,477.86,20.17,
1985.11,109.00,505.47,20.17,
1985.12,109.30,529.09,20.16,
1986.01,109.60,529.94,20.21,
1986.02,109.30,559.98,20.37,
1986.03,108.80,595.63,20.56,
1986.04,108.60,611.36,20.67,
1986.05,108.90,610.96,20.68,
1986.06,109.50,624.94,20.64,
1986.07,109.50,611.94,20.75,
1986.08,109.70,623.04,20.82,
1986.09,110.20,603.25,20.83,
1986.1,110.30,600.42,20.86,
1986.11,110.40,619.34,20.88,
1986.12,110.50,627.61,20.90,
1987.01,111.20,663.55,20.82,
1987.02,111.60,702.17,20.80,
1987.03,112.10,727.90,20.75,
1987.04,112.70,716.11,20.79,
1987.05,113.10,713.08,20.87,
1987.06,113.50,740.80,20.94,
1987.07,113.80,760.17,21.00,
1987.08,114.40,803.25,21.00,
1987.09,115.00,773.10,21.01,
1987.1,115.30,677.94,21.07,
1987.11,115.40,592.26,21.18,
1987.12,115.40,582.59,21.30,
1988.01,115.70,603.99,21.35,
1988.02,116.00,620.70,21.41,
1988.03,116.50,636.24,21.43,
1988.04,117.10,625.59,21.54,
1988.05,117.50,608.03,21.69,
1988.06,118.00,639.97,21.82,
1988.07,118.50,633.50,21.91,
1988.08,119.00,618.18,22.00,
1988.09,119.80,624.07,22.03,
1988.1,120.20,643.81,22.16,
1988.11,120.30,628.43,22.35,
1988.12,120.50,640.12,22.57,
1989.01,121.10,657.45,22.61,
1989.02,121.60,674.48,22.70,
1989.03,122.30,667.65,22.83,
1989.04,123.10,685.07,22.86,
1989.05,123.80,707.33,22.97,
1989.06,124.10,727.65,23.31,
1989.07,124.40,744.29,23.37,
1989.08,124.60,776.00,23.61,
1989.09,125.00,775.08,23.95,
1989.1,125.60,771.60,23.98,
1989.11,125.90,753.81,24.20,
1989.12,126.10,771.20,24.47,
1990.01,127.40,744.43,24.39,
1990.02,128.00,720.19,24.48,
1990.03,128.70,733.64,24.54,
1990.04,128.90,731.89,24.75,
1990.05,129.20,756.26,24.95,
1990.06,129.90,773.96,25.04,
1990.07,130.40,770.22,25.09,
1990.08,131.60,701.13,24.98,
1990.09,132.70,663.07,24.87,
1990.1,133.50,641.77,24.92,
1990.11,133.80,657.37,25.05,
1990.12,133.80,685.43,25.21,
1991.01,134.60,674.60,25.09,
1991.02,134.80,749.69,25.07,
1991.03,135.00,769.29,25.02,
1991.04,135.20,783.42,25.03,
1991.05,135.60,777.63,24.98,
1991.06,136.00,775.96,24.92,
1991.07,136.20,778.79,24.97,
1991.08,136.60,795.24,24.99,
1991.09,137.20,787.29,24.97,
1991.1,137.40,785.49,24.88,
1991.11,137.80,781.27,24.75,
1991.12,137.90,785.94,24.68,
1992.01,138.10,840.50,24.73,
1992.02,138.60,830.38,24.72,
1992.03,139.30,815.79,24.67,
1992.04,139.50,814.72,24.64,
1992.05,139.70,828.34,24.60,
1992.06,140.20,812.37,24.51,
1992.07,140.50,824.10,24.51,
1992.08,140.90,827.46,24.48,
1992.09,141.30,826.20,24.48,
1992.1,141.80,811.52,24.37,
1992.11,142.00,830.69,24.33,
1992.12,141.90,856.44,24.36,
1993.01,142.60,851.44,24.28,
1993.02,143.10,861.08,24.26,
1993.03,143.60,874.51,24.24,
1993.04,144.00,858.37,24.20,
1993.05,144.20,861.37,24.20,
1993.06,144.40,865.61,24.19,
1993.07,144.40,864.12,24.19,
1993.08,144.80,874.91,24.12,
1993.09,145.10,882.93,24.07,
1993.1,145.70,888.21,24.01,
1993.11,145.80,885.67,24.03,
1993.12,145.80,891.53,24.07,
1994.01,146.20,902.52,24.09,
1994.02,146.70,896.76,24.09,
1994.03,147.20,878.99,24.09,
1994.04,147.40,846.42,24.14,
1994.05,147.50,852.79,24.20,
1994.06,148.00,857.32,24.20,
1994.07,148.40,848.56,24.19,
1994.08,149.00,869.18,24.15,
1994.09,149.40,871.93,24.12,
1994.1,149.50,865.47,24.28,
1994.11,149.70,859.10,24.41,
1994.12,149.70,848.25,24.54,
1995.01,150.30,863.54,24.46,
1995.02,150.90,890.92,24.37,
1995.03,151.40,908.67,24.27,
1995.04,151.90,932.79,24.32,
1995.05,152.20,960.09,24.39,
1995.06,152.50,986.63,24.44,
1995.07,152.50,1019.59,24.59,
1995.08,152.90,1020.10,24.65,
1995.09,153.20,1053.90,24.73,
1995.1,153.70,1058.01,24.77,
1995.11,153.60,1081.60,24.92,
1995.12,153.50,1116.90,25.06,
1996.01,154.40,1110.12,25.10,
1996.02,154.90,1169.79,25.21,
1996.03,155.70,1159.35,25.26,
1996.04,156.30,1155.08,25.27,
1996.05,156.60,1177.92,25.32,
1996.06,156.70,1190.11,25.40,
1996.07,157.00,1144.42,25.59,
1996.08,157.30,1175.24,25.77,
1996.09,157.80,1193.09,25.92,
1996.1,158.30,1236.16,25.98,
1996.11,158.60,1294.00,26.07,
1996.12,158.60,1307.33,26.21,
1997.01,159.10,1343.50,26.22,
1997.02,159.60,1395.52,26.23,
1997.03,160.00,1381.17,26.26,
1997.04,160.20,1330.28,26.28,
1997.05,160.10,1451.62,26.36,
1997.06,160.30,1524.99,26.38,
1997.07,160.50,1608.26,26.45,
1997.08,160.80,1608.64,26.50,
1997.09,161.20,1621.58,26.53,
1997.1,161.60,1641.97,26.56,
1997.11,161.50,1621.84,26.68,
1997.12,161.30,1664.41,26.81,
1998.01,161.60,1663.03,26.84,
1998.02,161.90,1763.99,26.88,
1998.03,162.20,1852.04,26.90,
1998.04,162.50,1909.34,27.04,
1998.05,162.80,1899.34,27.16,
1998.06,163.00,1896.96,27.30,
1998.07,163.20,1977.01,27.38,
1998.08,163.40,1834.66,27.46,
1998.09,163.60,1740.37,27.52,
1998.1,164.00,1756.25,27.50,
1998.11,164.00,1946.70,27.53,
1998.12,163.90,2025.53,27.57,
1999.01,164.30,2120.30,27.65,
1999.02,164.50,2114.01,27.76,
1999.03,165.00,2166.92,27.81,
1999.04,166.20,2240.40,27.61,
1999.05,166.20,2235.88,27.61,
1999.06,166.20,2219.90,27.61,
1999.07,166.70,2311.04,27.63,
1999.08,167.10,2216.20,27.67,
1999.09,167.90,2190.15,27.65,
1999.1,168.20,2156.12,27.63,
1999.11,168.30,2305.67,27.64,
1999.12,168.30,2368.12,27.66,
2000.01,168.80,2356.00,27.62,
2000.02,169.80,2281.80,27.50,
2000.03,171.20,2350.05,27.31,
2000.04,171.30,2379.87,27.26,
2000.05,171.50,2307.34,27.20,
2000.06,172.40,2365.66,27.02,
2000.07,172.80,2378.00,26.77,
2000.08,172.80,2398.12,26.58,
2000.09,173.70,2357.73,26.26,
2000.1,174.00,2228.76,26.17,
2000.11,174.10,2208.09,26.11,
2000.12,174.00,2133.83,26.09,
2001.01,175.10,2127.91,25.76,
2001.02,175.80,2072.02,25.50,
2001.03,176.20,1877.49,25.28,
2001.04,176.90,1876.35,25.04,
2001.05,177.70,1994.33,24.78,
2001.06,178.00,1941.35,24.59,
2001.07,177.50,1892.97,24.69,
2001.08,177.50,1852.19,24.71,
2001.09,178.30,1634.44,24.63,
2001.1,177.70,1690.11,24.71,
2001.11,177.40,1776.46,24.75,
2001.12,176.70,1807.57,24.85,
2002.01,177.10,1796.05,24.79,
2002.02,177.80,1726.95,24.69,
2002.03,178.80,1800.17,24.54,
2002.04,179.80,1725.21,24.57,
2002.05,179.80,1674.50,24.73,
2002.06,179.90,1572.42,24.87,
2002.07,180.10,1399.62,24.72,
2002.08,180.70,1408.81,24.52,
2002.09,181.00,1337.52,24.35,
2002.1,181.30,1315.02,24.45,
2002.11,181.30,1400.11,24.59,
2002.12,180.90,1386.63,24.78,
2003.01,181.70,1375.40,24.75,
2003.02,183.10,1275.28,24.64,
2003.03,184.20,1282.20,24.56,
2003.04,183.80,1350.87,24.59,
2003.05,183.50,1422.90,24.61,
2003.06,183.70,1500.38,24.56,
2003.07,183.90,1505.63,24.74,
2003.08,184.60,1495.38,24.86,
2003.09,185.20,1535.59,24.99,
2003.1,185.00,1566.33,25.42,
2003.11,184.50,1587.47,25.89,
2003.12,184.30,1635.72,26.32,
2004.01,185.20,1705.92,26.51,
2004.02,186.20,1713.00,26.68,
2004.03,187.40,1673.18,26.82,
2004.04,188.00,1681.76,27.03,
2004.05,189.10,1626.86,27.15,
2004.06,189.70,1665.80,27.35,
2004.07,189.40,1628.81,27.67,
2004.08,189.50,1603.05,27.93,
2004.09,189.90,1641.87,28.15,
2004.1,190.90,1632.61,28.14,
2004.11,191.00,1707.31,28.26,
2004.12,190.30,1757.96,28.50,
2005.01,190.70,1728.24,28.82,
2005.02,191.80,1744.83,29.04,
2005.03,193.30,1724.46,29.20,
2005.04,194.60,1669.26,29.34,
2005.05,194.40,1690.85,29.70,
2005.06,194.50,1724.36,30.02,
2005.07,195.40,1744.96,30.14,
2005.08,196.40,1738.96,30.24,
2005.09,198.80,1720.28,30.13,
2005.1,199.20,1669.27,30.42,
2005.11,197.60,1746.89,31.02,
2005.12,196.80,1789.01,31.50,
2006.01,198.30,1798.91,31.52,
2006.02,198.70,1792.37,31.72,
2006.03,199.80,1806.36,31.81,
2006.04,201.50,1802.79,31.84,
2006.05,202.50,1777.14,31.99,
2006.06,202.90,1722.98,32.23,
2006.07,203.50,1727.60,32.43,
2006.08,203.90,1761.02,32.67,
2006.09,202.90,1811.76,33.14,
2006.1,201.80,1884.73,33.68,
2006.11,201.50,1922.51,34.09,
2006.12,201.80,1958.05,34.39,
2007.01,202.42,1962.76,34.57,
2007.02,203.50,1980.61,34.66,
2007.03,205.35,1911.32,34.63,
2007.04,206.69,1975.50,34.71,
2007.05,207.95,2027.22,34.80,
2007.06,208.35,2027.38,35.04,
2007.07,208.30,2036.63,35.41,
2007.08,207.92,1951.70,35.84,
2007.09,208.49,2003.20,36.10,
2007.1,208.94,2055.72,36.36,
2007.11,210.18,1942.35,36.47,
2007.12,210.04,1964.68,36.83,
2008.01,211.08,1822.19,36.90,
2008.02,211.69,1785.44,37.04,
2008.03,213.53,1720.54,36.97,
2008.04,214.82,1779.68,36.93,
2008.05,216.63,1806.99,36.80,
2008.06,218.82,1709.96,36.60,
2008.07,219.96,1594.60,36.47,
2008.08,219.09,1631.73,36.68,
2008.09,218.78,1551.72,36.79,
2008.1,216.57,1247.91,36.96,
2008.11,212.43,1159.65,37.48,
2008.12,210.23,1164.50,37.67,
2009.01,211.14,1143.63,37.01,
2009.02,212.19,1058.62,36.33,
2009.03,212.71,992.97,35.75,
2009.04,213.24,1109.58,34.93,
2009.05,213.86,1177.16,34.11,
2009.06,215.69,1197.80,33.10,
2009.07,215.35,1212.27,32.42,
2009.08,215.83,1305.08,31.62,
2009.09,215.97,1349.25,30.87,
2009.1,216.18,1377.77,30.20,
2009.11,216.33,1403.12,29.54,
2009.12,215.95,1434.41,28.95,
2010.01,216.69,1446.52,28.63,
2010.02,216.74,1401.86,28.41,
2010.03,217.63,1476.74,28.07,
2010.04,218.01,1532.11,28.08,
2010.05,218.18,1438.53,28.12,
2010.06,217.97,1386.56,28.21,
2010.07,218.01,1381.71,28.33,
2010.08,218.31,1389.37,28.43,
2010.09,218.44,1433.00,28.54,
2010.1,218.71,1494.36,28.67,
2010.11,218.80,1528.55,28.82,
2010.12,219.18,1580.20,28.93,
2011.01,220.22,1624.76,29.09,
2011.02,221.31,1665.32,29.24,
2011.03,223.47,1628.47,29.25,
2011.04,224.91,1651.57,29.44,
2011.05,225.96,1652.23,29.67,
2011.06,225.72,1590.95,30.08,
2011.07,225.92,1636.34,30.40,
2011.08,226.55,1459.59,30.66,
2011.09,226.89,1443.32,30.96,
2011.1,226.42,1487.38,31.54,
2011.11,226.23,1512.31,32.08,
2011.12,225.67,1536.95,32.67,
2012.01,226.67,1600.68,32.91,
2012.02,227.66,1657.28,33.14,
2012.03,229.39,1689.48,33.26,
2012.04,230.09,1680.98,33.55,
2012.05,229.82,1628.14,33.98,
2012.06,229.48,1608.90,34.43,
2012.07,229.10,1655.73,35.00,
2012.08,230.38,1699.45,35.32,
2012.09,231.41,1740.08,35.67,
2012.1,231.32,1734.00,36.35,
2012.11,230.22,1689.78,37.20,
2012.12,229.60,1728.09,37.97,
2013.01,230.28,1793.40,38.20,
2013.02,232.17,1817.17,38.24,
2013.03,232.77,1858.60,38.48,
2013.04,232.53,1884.37,38.99,
2013.05,232.95,1963.82,39.38,
2013.06,233.50,1933.94,39.75,
2013.07,233.60,1992.79,40.18,
2013.08,233.88,1992.07,40.58,
2013.09,234.15,2010.11,40.98,
2013.1,233.55,2054.55,41.33,
2013.11,233.07,2134.77,41.65,
2013.12,233.05,2163.97,41.88,
2014.01,233.92,2173.34,42.22,
2014.02,234.78,2159.01,42.56,
2014.03,236.29,2200.07,42.77,
2014.04,237.07,2193.71,43.08,
2014.05,237.90,2215.99,43.38,
2014.06,238.34,2278.96,43.75,
2014.07,238.25,2310.31,44.20,
2014.08,237.85,2300.60,44.71,
2014.09,238.03,2336.02,45.11,
2014.1,237.43,2276.16,45.60,
2014.11,236.15,2415.27,46.22,
2014.12,234.81,2440.57,46.86,
2015.01,233.71,2420.96,47.62,
2015.02,234.72,2474.70,47.96,
2015.03,236.12,2457.44,48.22,
2015.04,236.60,2469.99,48.48,
2015.05,237.81,2477.50,48.60,
2015.06,238.64,2454.06,48.79,
2015.07,238.65,2447.88,49.09,
2015.08,238.32,2387.83,49.46,
2015.09,237.95,2279.63,49.84,
2015.1,237.84,2374.96,50.21,
2015.11,237.34,2445.58,50.66,
2015.12,236.53,2422.67,51.18,
2016.01,236.92,2259.14,51.28,
2016.02,237.11,2240.60,51.43,
2016.03,238.13,2368.68,51.40,
2016.04,239.26,2419.98,51.39,
2016.05,240.23,2398.63,51.40,
2016.06,241.02,2412.01,51.46,
2016.07,240.63,2491.28,51.76,
2016.08,240.85,2514.54,51.94,
2016.09,241.43,2493.19,52.03,
2016.1,241.73,2473.15,52.22,
2016.11,241.35,2502.40,52.56,
2016.12,241.43,2595.91,52.80,
2017.01,242.84,2613.60,52.76,
2017.02,243.60,2668.15,52.85,
2017.03,243.80,2708.21,53.07,
2017.04,244.52,2691.64,53.23,
2017.05,244.73,2730.42,53.51,
2017.06,244.96,2771.95,53.78,
2017.07,244.79,2796.78,54.17,
2017.08,245.52,2790.84,54.37,
2017.09,246.82,2817.53,54.44,
2017.1,246.66,2891.88,54.77,
2017.11,246.67,2933.21,55.05,
2017.12,246.52,3014.97,55.37,
2018.01,247.87,3139.84,55.47,
2018.02,248.99,3030.84,55.62,
2018.03,249.55,3021.33,55.89,
2018.04,250.55,2954.65,56.04,
2018.05,251.59,2995.48,56.17,
2018.06,251.99,3049.23,56.45,
2018.07,252.01,3092.52,56.94,
2018.08,252.15,3161.81,57.41,
2018.09,252.44,3206.41,57.84,
2018.1,252.89,3072.75,58.26,
2018.11,252.04,3014.20,58.97,
2018.12,251.23,2850.72,59.68,
2019.01,251.71,2889.72,60.01,
2019.02,252.78,3040.30,60.19,
2019.03,254.20,3077.15,60.29,
2019.04,255.55,3169.91,60.39,
2019.05,256.09,3109.71,60.67,
2019.06,256.14,3147.71,61.07,
2019.07,256.57,3257.65,61.39,
2019.08,256.56,3150.58,61.80,
2019.09,256.76,3240.10,62.17,
2019.1,257.35,3227.85,62.40,
2019.11,257.21,3367.57,62.80,
2019.12,256.97,3448.63,63.22,
2020.01,257.97,3545.02,63.46,
2020.02,258.68,3534.37,63.77,
2020.03,258.12,2866.67,64.39,
2020.04,256.39,3005.20,64.86,
2020.05,256.39,3176.66,64.90,
2020.06,257.80,3359.62,64.58,
2020.07,259.10,3453.56,63.96,
2020.08,259.92,3640.29,63.46,
2020.09,260.28,3607.15,63.08,
2020.1,260.39,3662.63,62.85,
2020.11,260.23,3804.54,62.68,
2020.12,260.47,3957.67,62.42,
2021.01,261.58,4045.89,61.92,
2021.02,263.01,4118.98,61.36,
2021.03,264.88,4118.53,60.70,
2021.04,267.05,4325.91,60.29,
2021.05,269.20,4319.15,59.89,
2021.06,271.70,4351.92,59.41,
2021.07,273.00,4459.05,59.60,
2021.08,273.57,4542.13,59.95,
2021.09,274.31,4521.02,60.26,
2021.1,276.59,4499.06,60.15,
2021.11,277.95,4684.50,60.24,
2021.12,278.63,4680.47,60.47,
